"short_Tag","Trait","y2019","y2021","y2020","n_obs","change_19_21","stability","range_all","slope1","slope2","crossover"
"02_01","Starch",9.05201082753287,5.45370593293207,11.0579236172081,3,-3.5983048946008,7.61013047395121,5.604217684276,2.00591278967521,-5.604217684276,5.604217684276
"02_02","Starch",7.45201082753287,2.48370593293208,2.83292361720808,3,-4.96830489460079,4.96830489460079,4.96830489460079,-4.61908721032479,-0.349217684276001,0
"02_03","Starch",14.7853441608662,5.93370593293207,12.4829236172081,3,-8.85163822793413,8.85163822793413,8.85163822793413,-2.30242054365813,-6.549217684276,0
"02_05","Starch",-4.84798917246713,4.57370593293207,-3.29207638279192,3,9.42169510539921,9.42169510539921,9.42169510539921,1.55591278967521,7.865782315724,0
"02_06","Starch",4.6853441608662,5.73370593293207,2.98292361720808,3,1.04836177206587,4.45320285938212,2.750782315724,-1.70242054365813,2.750782315724,2.750782315724
"02_08","Starch",8.45201082753287,-0.266294067067926,6.70792361720808,3,-8.7183048946008,8.7183048946008,8.7183048946008,-1.7440872103248,-6.974217684276,0
"02_09","Starch",3.25201082753287,2.65370593293208,2.15792361720808,3,-0.598304894600793,1.58986952604879,1.09408721032479,-1.09408721032479,0.495782315723999,1.09408721032479
"02_11","Starch",11.6186774941995,1.31370593293207,7.83292361720808,3,-10.3049715612675,10.3049715612675,10.3049715612675,-3.78575387699146,-6.519217684276,0
"02_13","Starch",3.11867749419954,-9.81629406706793,-1.09207638279192,3,-12.9349715612675,12.9349715612675,12.9349715612675,-4.21075387699146,-8.724217684276,0
"02_15","Starch",-0.414655839133795,1.21370593293207,0.582923617208078,3,1.62836177206587,1.62836177206587,1.62836177206587,0.997579456341872,0.630782315723996,0
"03_01","Starch",12.8520108275329,3.57370593293207,0.557923617208075,3,-9.2783048946008,15.3098695260488,12.2940872103248,-12.2940872103248,3.015782315724,12.2940872103248
"03_05","Starch",6.01867749419954,-0.666294067067926,1.48292361720808,3,-6.68497156126746,6.68497156126746,6.68497156126746,-4.53575387699146,-2.149217684276,0
"03_06","Starch",1.71867749419954,-1.16629406706793,-2.54207638279192,3,-2.88497156126746,5.63653619271545,4.26075387699146,-4.26075387699146,1.375782315724,4.26075387699146
"03_07","Starch",9.01867749419954,-4.36629406706793,0.98292361720808,3,-13.3849715612675,13.3849715612675,13.3849715612675,-8.03575387699146,-5.34921768427601,0
"03_11","Starch",-0.181322505800465,-1.94129406706793,-4.71707638279192,3,-1.75997156126746,7.31153619271545,4.53575387699146,-4.53575387699146,2.775782315724,4.53575387699146
"03_12","Starch",2.11867749419954,3.29370593293207,0.207923617208076,3,1.17502843873253,4.99653619271546,3.085782315724,-1.91075387699146,3.085782315724,3.085782315724
"03_18","Starch",2.8853441608662,5.76703926626541,0.232923617208078,3,2.8816951053992,8.18653619271545,5.53411564905733,-2.65242054365812,5.53411564905733,5.53411564905733
"03_19","Starch",9.5853441608662,8.03370593293208,-0.592076382791925,3,-1.55163822793413,18.8032028593821,10.1774205436581,-10.1774205436581,8.625782315724,10.1774205436581
"03_20","Starch",5.21867749419954,0.133705932932076,1.28292361720808,3,-5.08497156126746,5.08497156126746,5.08497156126746,-3.93575387699146,-1.149217684276,0
"05_01","Starch",6.5853441608662,1.85370593293207,8.53292361720808,3,-4.73163822793413,8.62679714061788,6.679217684276,1.94757945634187,-6.679217684276,6.679217684276
"05_04","Starch",5.45201082753287,8.35870593293208,10.6329236172081,3,2.90669510539921,7.45513047395121,5.18091278967521,5.18091278967521,-2.274217684276,5.18091278967521
"05_05","Starch",11.9186774941995,8.28370593293208,5.20792361720808,3,-3.63497156126746,9.78653619271546,6.71075387699146,-6.71075387699146,3.075782315724,6.71075387699146
"05_06","Starch",-1.24798917246713,4.40870593293207,2.55792361720808,3,5.6566951053992,5.6566951053992,5.6566951053992,3.80591278967521,1.850782315724,0
"05_07","Starch",6.35201082753287,-9.63296073373459,3.18292361720808,3,-15.9849715612675,15.9849715612675,15.9849715612675,-3.1690872103248,-12.8158843509427,0
"05_09","Starch",6.2853441608662,-0.632960733734593,0.257923617208077,3,-6.9183048946008,6.9183048946008,6.9183048946008,-6.02742054365813,-0.89088435094267,0
"05_10","Starch",5.61867749419954,4.93370593293207,5.68292361720808,3,-0.684971561267464,0.813463807284544,0.749217684276004,0.06424612300854,-0.749217684276004,0.749217684276004
"05_13","Starch",-0.414655839133797,11.7337059329321,9.25792361720808,3,12.1483617720659,12.1483617720659,12.1483617720659,9.67257945634187,2.475782315724,0
"05_14","Starch",-2.48132250580046,10.1137059329321,3.40792361720808,3,12.5950284387325,12.5950284387325,12.5950284387325,5.88924612300854,6.705782315724,0
"05_15","Starch",-2.11465583913379,4.35370593293207,5.23292361720808,3,6.46836177206587,8.22679714061787,7.34757945634187,7.34757945634187,-0.879217684276002,7.34757945634187
"06_01","Starch",-2.4146558391338,5.37370593293207,1.40792361720808,3,7.78836177206587,7.78836177206587,7.78836177206587,3.82257945634187,3.965782315724,0
"06_02","Starch",2.25201082753287,6.91370593293207,6.88292361720808,3,4.6616951053992,4.6616951053992,4.6616951053992,4.63091278967521,0.0307823157239948,0
"06_04","Starch",0.452010827532869,7.77370593293207,4.10792361720808,3,7.3216951053992,7.32169510539921,7.3216951053992,3.65591278967521,3.665782315724,0
"06_05","Starch",-5.04798917246713,6.09370593293207,3.68292361720808,3,11.1416951053992,11.1416951053992,11.1416951053992,8.73091278967521,2.410782315724,0
"06_06","Starch",-1.84798917246713,6.15370593293207,9.05792361720808,3,8.0016951053992,13.8101304739512,10.9059127896752,10.9059127896752,-2.904217684276,10.9059127896752
"06_09","Starch",-4.8146558391338,1.20870593293207,-0.842076382791923,3,6.02336177206587,6.02336177206587,6.02336177206587,3.97257945634188,2.050782315724,0
"06_11","Starch",5.61867749419954,-0.866294067067926,5.30792361720808,3,-6.48497156126746,6.48497156126746,6.48497156126746,-0.31075387699146,-6.174217684276,0
"06_16","Starch",-3.54798917246713,7.95870593293207,1.70792361720808,3,11.5066951053992,11.5066951053992,11.5066951053992,5.25591278967521,6.25078231572399,0
"06_18","Starch",-5.2146558391338,1.28370593293207,-1.66707638279192,3,6.49836177206587,6.49836177206587,6.49836177206587,3.54757945634187,2.95078231572399,0
"06_20","Starch",-6.58132250580046,6.25870593293207,0.0829236172080758,3,12.8400284387325,12.8400284387325,12.8400284387325,6.66424612300854,6.175782315724,0
"07_03","Starch",4.95201082753287,-0.832960733734595,-2.09207638279192,3,-5.78497156126746,8.30320285938212,7.04408721032479,-7.04408721032479,1.25911564905733,7.04408721032479
"07_04","Starch",-1.74798917246713,-5.10629406706793,1.13292361720808,3,-3.3583048946008,9.12013047395121,6.239217684276,2.88091278967521,-6.239217684276,6.239217684276
"07_05","Starch",1.85201082753287,-2.64129406706793,-0.392076382791922,3,-4.4933048946008,4.4933048946008,4.4933048946008,-2.24408721032479,-2.249217684276,0
"07_07","Starch",8.81867749419954,3.65870593293208,5.58292361720808,3,-5.15997156126746,5.15997156126746,5.15997156126746,-3.23575387699146,-1.924217684276,0
"07_08","Starch",2.81867749419954,5.23370593293208,3.00792361720808,3,2.41502843873254,2.41502843873254,2.41502843873254,0.18924612300854,2.225782315724,0
"07_12","Starch",1.1853441608662,0.508705932932075,6.23292361720808,3,-0.676638227934129,10.7717971406179,5.724217684276,5.04757945634187,-5.724217684276,5.724217684276
"07_14","Starch",-1.88132250580046,-3.39129406706793,-6.26707638279192,3,-1.50997156126747,7.26153619271546,4.38575387699146,-4.38575387699146,2.875782315724,4.38575387699146
"07_15","Starch",-0.0813225058004624,-3.12629406706793,-6.76707638279192,3,-3.04497156126746,10.3265361927155,6.68575387699146,-6.68575387699146,3.640782315724,6.68575387699146
"07_17","Starch",-0.614655839133799,-5.73296073373459,-5.14207638279192,3,-5.11830489460079,5.11830489460079,5.11830489460079,-4.52742054365812,-0.59088435094267,0
"07_18","Starch",-3.5146558391338,0.833705932932073,3.58292361720808,3,4.34836177206587,9.84679714061788,7.09757945634187,7.09757945634187,-2.749217684276,7.09757945634187
"08_01","Starch",-0.981322505800465,-4.14129406706793,-0.242076382791923,3,-3.15997156126746,4.63846380728455,3.899217684276,0.739246123008541,-3.899217684276,3.899217684276
"08_03","Starch",3.15201082753287,1.41370593293207,4.08292361720808,3,-1.73830489460079,3.60013047395121,2.669217684276,0.930912789675209,-2.669217684276,2.669217684276
"08_05","Starch",-11.1479891724671,-8.59129406706792,-9.61707638279192,3,2.55669510539921,2.55669510539921,2.55669510539921,1.53091278967521,1.025782315724,0
"08_08","Starch",-4.4146558391338,-1.50629406706793,-6.49207638279192,3,2.90836177206587,7.06320285938212,4.985782315724,-2.07742054365813,4.985782315724,4.985782315724
"08_09","Starch",-1.98132250580046,-5.99129406706793,-2.71707638279192,3,-4.00997156126746,4.00997156126746,4.00997156126746,-0.735753876991461,-3.274217684276,0
"08_10","Starch",-7.24798917246713,-5.74129406706793,-7.11707638279192,3,1.5066951053992,1.5066951053992,1.5066951053992,0.130912789675206,1.375782315724,0
"08_11","Starch",-10.2479891724671,-4.74629406706793,0.207923617208076,3,5.5016951053992,15.4101304739512,10.4559127896752,10.4559127896752,-4.954217684276,10.4559127896752
"08_15","Starch",-0.681322505800463,-5.86629406706793,-4.36707638279192,3,-5.18497156126746,5.18497156126746,5.18497156126746,-3.68575387699146,-1.499217684276,0
"08_16","Starch",-4.34798917246713,-5.49962740040126,-5.11707638279192,3,-1.15163822793413,1.15163822793413,1.15163822793413,-0.769087210324793,-0.382551017609336,0
"09_01","Starch",-6.48132250580046,-4.71629406706793,-6.16707638279192,3,1.76502843873254,1.76502843873254,1.76502843873254,0.31424612300854,1.450782315724,0
"09_03","Starch",2.91867749419954,7.65870593293207,-0.242076382791925,3,4.74002843873254,11.0615361927155,7.900782315724,-3.16075387699146,7.900782315724,7.900782315724
"09_04","Starch",1.8853441608662,6.68370593293207,2.18292361720808,3,4.79836177206587,4.79836177206587,4.79836177206587,0.297579456341872,4.500782315724,0
"09_05","Starch",1.21867749419954,2.45370593293207,1.10792361720808,3,1.23502843873254,1.45653619271545,1.34578231572399,-0.110753876991459,1.34578231572399,1.34578231572399
"09_09","Starch",-5.7146558391338,-9.61629406706793,-5.29207638279192,3,-3.90163822793413,4.74679714061788,4.324217684276,0.422579456341873,-4.324217684276,4.324217684276
"09_10","Starch",-6.64798917246713,0.267039266265407,-3.46707638279192,3,6.91502843873254,6.91502843873254,6.91502843873254,3.18091278967521,3.73411564905733,0
"09_11","Starch",1.9853441608662,5.80870593293208,7.28292361720808,3,3.82336177206587,6.77179714061788,5.29757945634188,5.29757945634188,-1.474217684276,5.29757945634188
"09_12","Starch",-2.1146558391338,3.83370593293207,-2.79207638279192,3,5.94836177206587,7.30320285938212,6.625782315724,-0.677420543658126,6.625782315724,6.625782315724
"09_13","Starch",-0.547989172467131,4.41370593293207,-0.967076382791925,3,4.9616951053992,5.79986952604879,5.380782315724,-0.419087210324794,5.380782315724,5.380782315724
"09_16","Starch",3.81867749419954,1.68370593293207,3.83292361720808,3,-2.13497156126746,2.16346380728455,2.149217684276,0.0142461230085416,-2.149217684276,2.149217684276
"10_03","Starch",-2.2146558391338,-1.92629406706793,1.90792361720808,3,0.28836177206587,7.95679714061788,4.12257945634187,4.12257945634187,-3.834217684276,4.12257945634187
"10_04","Starch",-4.14798917246713,-0.616294067067926,3.95792361720808,3,3.5316951053992,12.6801304739512,8.10591278967521,8.10591278967521,-4.574217684276,8.10591278967521
"10_05","Starch",-6.0146558391338,-4.98629406706793,2.55792361720808,3,1.02836177206587,16.1167971406179,8.57257945634187,8.57257945634187,-7.544217684276,8.57257945634187
"10_06","Starch",-3.3146558391338,-0.786294067067927,2.93292361720808,3,2.52836177206587,9.96679714061788,6.24757945634187,6.24757945634187,-3.719217684276,6.24757945634187
"10_09","Starch",-3.58132250580046,-1.41629406706793,2.68292361720808,3,2.16502843873254,10.3634638072845,6.26424612300854,6.26424612300854,-4.099217684276,6.26424612300854
"10_10","Starch",-2.14798917246713,1.19370593293207,0.832923617208078,3,3.3416951053992,3.3416951053992,3.3416951053992,2.98091278967521,0.360782315723996,0
"10_11","Starch",2.2853441608662,-1.02629406706793,3.23292361720808,3,-3.31163822793413,5.20679714061787,4.259217684276,0.947579456341872,-4.259217684276,4.259217684276
"10_12","Starch",0.35201082753287,1.71370593293207,0.182923617208077,3,1.36169510539921,1.69986952604879,1.530782315724,-0.169087210324793,1.530782315724,1.530782315724
"10_15","Starch",-6.2146558391338,0.333705932932073,-0.567076382791923,3,6.54836177206587,6.54836177206587,6.54836177206587,5.64757945634187,0.900782315723996,0
"10_19","Starch",-0.114655839133799,-3.19129406706793,2.90792361720808,3,-3.07663822793413,9.12179714061788,6.09921768427601,3.02257945634188,-6.09921768427601,6.09921768427601
"11_04","Starch",2.31867749419954,8.55370593293207,2.98292361720808,3,6.23502843873253,6.23502843873253,6.23502843873253,0.664246123008539,5.570782315724,0
"11_05","Starch",7.11867749419954,3.95870593293207,6.20792361720808,3,-3.15997156126746,3.15997156126746,3.15997156126746,-0.91075387699146,-2.249217684276,0
"11_06","Starch",0.618677494199537,3.49370593293207,5.58292361720808,3,2.87502843873254,7.05346380728454,4.96424612300854,4.96424612300854,-2.089217684276,4.96424612300854
"11_09","Starch",2.3853441608662,-3.56629406706793,6.65792361720808,3,-5.95163822793413,14.4967971406179,10.224217684276,4.27257945634187,-10.224217684276,10.224217684276
"11_10","Starch",5.41867749419954,0.613705932932074,3.50792361720808,3,-4.80497156126746,4.80497156126746,4.80497156126746,-1.91075387699146,-2.894217684276,0
"11_11","Starch",-0.781322505800464,2.18370593293207,5.55792361720808,3,2.96502843873254,9.71346380728454,6.33924612300854,6.33924612300854,-3.374217684276,6.33924612300854
"11_12","Starch",2.5853441608662,0.0587059329320727,8.38292361720808,3,-2.52663822793413,14.1217971406179,8.32421768427601,5.79757945634188,-8.32421768427601,8.32421768427601
"11_13","Starch",-7.08132250580046,-4.19962740040126,8.65792361720808,3,2.8816951053992,28.5967971406179,15.7392461230085,15.7392461230085,-12.8575510176093,15.7392461230085
"11_16","Starch",2.61867749419954,-0.541294067067927,5.00792361720808,3,-3.15997156126747,7.93846380728454,5.549217684276,2.38924612300854,-5.549217684276,5.549217684276
"11_19","Starch",5.4853441608662,5.28370593293207,10.7079236172081,3,-0.201638227934128,10.6467971406179,5.424217684276,5.22257945634187,-5.424217684276,5.424217684276
"12_03","Starch",-7.18132250580046,-9.88629406706793,-7.36707638279192,3,-2.70497156126746,2.70497156126746,2.70497156126746,-0.185753876991461,-2.519217684276,0
"12_04","Starch",-9.54798917246713,-11.8662940670679,-12.1670763827919,3,-2.31830489460079,2.91986952604879,2.61908721032479,-2.61908721032479,0.300782315723996,2.61908721032479
"12_05","Starch",-8.9146558391338,-8.06629406706793,-10.1170763827919,3,0.84836177206587,3.25320285938212,2.05078231572399,-1.20242054365812,2.05078231572399,2.05078231572399
"12_07","Starch",-12.5146558391338,-7.11629406706793,-10.7920763827919,3,5.39836177206587,5.39836177206587,5.39836177206587,1.72257945634187,3.675782315724,0
"12_09","Starch",-8.14798917246713,-13.8996274004013,-8.99207638279192,3,-5.75163822793413,5.75163822793413,5.75163822793413,-0.844087210324792,-4.90755101760934,0
"12_11","Starch",-12.0813225058005,-8.53296073373459,-9.40040971612526,3,3.54836177206587,3.54836177206587,3.54836177206587,2.68091278967521,0.867448982390663,0
"12_12","Starch",-13.3813225058005,-12.9996274004013,-14.7670763827919,3,0.381695105399203,3.15320285938212,1.76744898239066,-1.38575387699146,1.76744898239066,1.76744898239066
"12_15","Starch",-13.1813225058005,-13.4912940670679,-8.11707638279192,3,-0.309971561267462,10.4384638072845,5.374217684276,5.06424612300854,-5.374217684276,5.374217684276
"12_16","Starch",-11.8479891724671,-15.3996274004013,-8.64207638279192,3,-3.55163822793413,9.96346380728454,6.75755101760934,3.20591278967521,-6.75755101760934,6.75755101760934
"12_19","Starch",-10.6479891724671,-15.0996274004013,-17.6420763827919,3,-4.45163822793413,9.53653619271546,6.99408721032479,-6.99408721032479,2.54244898239067,6.99408721032479
"13_01","Starch",-0.481322505800463,-8.46629406706793,-4.26707638279192,3,-7.98497156126746,7.98497156126746,7.98497156126746,-3.78575387699146,-4.199217684276,0
"13_03","Starch",-5.8146558391338,-13.9662940670679,-13.4170763827919,3,-8.15163822793413,8.15163822793413,8.15163822793413,-7.60242054365812,-0.549217684276003,0
"13_05","Starch",10.2186774941995,4.10870593293208,0.607923617208078,3,-6.10997156126746,13.1115361927155,9.61075387699146,-9.61075387699146,3.500782315724,9.61075387699146
"13_06","Starch",0.618677494199536,-3.89129406706793,-8.94207638279192,3,-4.50997156126746,14.6115361927155,9.56075387699146,-9.56075387699146,5.05078231572399,9.56075387699146
"13_08","Starch",-2.84798917246713,4.09370593293207,-6.44207638279192,3,6.9416951053992,14.1298695260488,10.535782315724,-3.59408721032479,10.535782315724,10.535782315724
"13_11","Starch",-10.4813225058005,-5.10629406706793,-12.6670763827919,3,5.37502843873254,9.74653619271546,7.560782315724,-2.18575387699146,7.560782315724,7.560782315724
"13_12","Starch",-2.88132250580046,-12.9412940670679,-9.94207638279192,3,-10.0599715612675,10.0599715612675,10.0599715612675,-7.06075387699146,-2.999217684276,0
"13_13","Starch",-3.68132250580046,-9.91629406706793,-4.74207638279192,3,-6.23497156126746,6.23497156126746,6.23497156126746,-1.06075387699146,-5.17421768427601,0
"13_18","Starch",-2.2146558391338,-2.40629406706793,-8.39207638279192,3,-0.19163822793413,12.1632028593821,6.17742054365812,-6.17742054365812,5.98578231572399,6.17742054365812
"13_20","Starch",-9.43132250580046,-1.22629406706793,-7.59207638279192,3,8.20502843873254,8.20502843873254,8.20502843873254,1.83924612300854,6.365782315724,0
"14_01","Starch",-7.74798917246713,-10.3662940670679,-13.0670763827919,3,-2.6183048946008,8.01986952604879,5.31908721032479,-5.31908721032479,2.700782315724,5.31908721032479
"14_03","Starch",-8.48132250580046,-11.4912940670679,-10.5420763827919,3,-3.00997156126746,3.00997156126746,3.00997156126746,-2.06075387699146,-0.949217684276004,0
"14_04","Starch",-12.1479891724671,-9.84129406706793,-11.2004097161253,3,2.3066951053992,2.3066951053992,2.3066951053992,0.947579456341876,1.35911564905733,0
"14_05","Starch",-9.14798917246713,-9.81629406706793,-9.10040971612526,3,-0.668304894600796,0.763463807284539,0.715884350942668,0.0475794563418717,-0.715884350942668,0.715884350942668
"14_06","Starch",-9.0146558391338,-16.2162940670679,-9.79207638279192,3,-7.20163822793413,7.20163822793413,7.20163822793413,-0.777420543658128,-6.424217684276,0
"14_07","Starch",-11.2146558391338,-10.3862940670679,-14.1170763827919,3,0.828361772065868,6.63320285938212,3.73078231572399,-2.90242054365813,3.73078231572399,3.73078231572399
"14_09","Starch",-10.7479891724671,-10.4862940670679,-9.79207638279192,3,0.261695105399204,1.65013047395121,0.955912789675208,0.955912789675208,-0.694217684276005,0.955912789675208
"14_10","Starch",-8.8146558391338,-9.04129406706793,-10.0420763827919,3,-0.22663822793413,2.22820285938212,1.22742054365813,-1.22742054365813,1.000782315724,1.22742054365813
"14_12","Starch",-7.64798917246713,-6.44629406706793,-10.0420763827919,3,1.2016951053992,5.98986952604879,3.595782315724,-2.39408721032479,3.595782315724,3.595782315724
"14_14","Starch",-8.64798917246713,-12.8862940670679,-8.94207638279192,3,-4.2383048946008,4.2383048946008,4.2383048946008,-0.294087210324795,-3.944217684276,0
"15_04","Starch",-7.44798917246713,-0.732960733734596,-8.04207638279192,3,6.71502843873253,7.90320285938212,7.30911564905733,-0.594087210324791,7.30911564905733,7.30911564905733
"15_05","Starch",4.95201082753287,-5.96629406706793,6.30792361720808,3,-10.9183048946008,13.6301304739512,12.274217684276,1.35591278967521,-12.274217684276,12.274217684276
"15_07","Starch",-2.54798917246713,-2.52629406706793,-5.36707638279192,3,0.0216951053992029,5.65986952604879,2.840782315724,-2.81908721032479,2.840782315724,2.840782315724
"15_08","Starch",0.585344160866204,-6.86629406706793,-1.79207638279192,3,-7.45163822793413,7.45163822793413,7.45163822793413,-2.37742054365813,-5.074217684276,0
"15_09","Starch",-14.2146558391338,-18.0662940670679,-18.4170763827919,3,-3.85163822793413,4.55320285938212,4.20242054365813,-4.20242054365813,0.350782315723997,4.20242054365813
"15_11","Starch",-0.447989172467131,-4.59962740040126,-4.24207638279192,3,-4.15163822793413,4.15163822793413,4.15163822793413,-3.79408721032479,-0.357551017609339,0
"15_16","Starch",0.618677494199537,-8.81629406706793,-6.51707638279192,3,-9.43497156126746,9.43497156126746,9.43497156126746,-7.13575387699146,-2.299217684276,0
"15_18","Starch",-12.7146558391338,-12.7996274004013,-15.4920763827919,3,-0.084971561267464,5.46986952604879,2.77742054365813,-2.77742054365813,2.69244898239066,2.77742054365813
"15_19","Starch",-8.54798917246713,-7.66629406706793,-9.11707638279192,3,0.881695105399204,2.01986952604879,1.450782315724,-0.569087210324792,1.450782315724,1.450782315724
"15_20","Starch",-5.74798917246713,-3.92629406706793,-3.49207638279192,3,1.8216951053992,2.69013047395121,2.25591278967521,2.25591278967521,-0.434217684276004,2.25591278967521
"16_02","Starch",2.01867749419954,3.18370593293207,4.00792361720808,3,1.16502843873254,2.81346380728454,1.98924612300854,1.98924612300854,-0.824217684276004,1.98924612300854
"16_03","Starch",0.885344160866204,1.65370593293207,-0.942076382791923,3,0.76836177206587,4.42320285938212,2.595782315724,-1.82742054365813,2.595782315724,2.595782315724
"16_04","Starch",-11.8146558391338,-4.99129406706793,-11.6170763827919,3,6.82336177206587,6.82336177206587,6.82336177206587,0.197579456341876,6.625782315724,0
"16_05","Starch",-3.78132250580046,2.61370593293207,-4.99207638279192,3,6.39502843873253,8.81653619271546,7.60578231572399,-1.21075387699146,7.60578231572399,7.60578231572399
"16_06","Starch",-4.3146558391338,-3.51629406706793,-5.76707638279192,3,0.798361772065869,3.70320285938213,2.250782315724,-1.45242054365813,2.250782315724,2.250782315724
"16_07","Starch",-1.58132250580046,-6.19129406706793,-4.81707638279192,3,-4.60997156126746,4.60997156126746,4.60997156126746,-3.23575387699146,-1.374217684276,0
"16_10","Starch",-7.4146558391338,-0.446294067067925,0.607923617208078,3,6.96836177206587,9.07679714061788,8.02257945634188,8.02257945634188,-1.054217684276,8.02257945634188
"16_14","Starch",-9.08132250580046,-3.80629406706793,-13.8670763827919,3,5.27502843873254,14.8465361927155,10.060782315724,-4.78575387699146,10.060782315724,10.060782315724
"16_16","Starch",-2.64798917246713,-0.416294067067929,0.0829236172080776,3,2.2316951053992,3.23013047395121,2.73091278967521,2.73091278967521,-0.499217684276006,2.73091278967521
"16_17","Starch",-6.8146558391338,4.40870593293207,-11.8170763827919,3,11.2233617720659,21.2282028593821,16.225782315724,-5.00242054365813,16.225782315724,16.225782315724
"17_02","Starch",0.952010827532869,2.67370593293207,3.00792361720808,3,1.7216951053992,2.39013047395121,2.05591278967521,2.05591278967521,-0.334217684276004,2.05591278967521
"17_03","Starch",4.0853441608662,10.6537059329321,5.13292361720808,3,6.56836177206587,6.56836177206587,6.56836177206587,1.04757945634187,5.520782315724,0
"17_04","Starch",5.05201082753287,5.65870593293207,-1.89207638279192,3,0.606695105399202,14.4948695260488,7.550782315724,-6.94408721032479,7.550782315724,7.550782315724
"17_05","Starch",8.3853441608662,5.19370593293207,5.15792361720808,3,-3.19163822793413,3.26320285938213,3.22742054365813,-3.22742054365813,0.0357823157239983,3.22742054365813
"17_06","Starch",2.7853441608662,1.85370593293207,6.15792361720808,3,-0.931638227934128,7.67679714061788,4.304217684276,3.37257945634187,-4.304217684276,4.304217684276
"17_07","Starch",2.86867749419954,-1.19962740040126,-1.49207638279192,3,-4.0683048946008,4.65320285938212,4.36075387699146,-4.36075387699146,0.292448982390663,4.36075387699146
"17_08","Starch",7.85201082753287,9.23370593293208,5.80792361720808,3,1.38169510539921,5.46986952604879,3.425782315724,-2.04408721032479,3.425782315724,3.425782315724
"17_09","Starch",4.31867749419954,0.653705932932074,-10.0337430494586,3,-3.66497156126746,25.0398695260488,14.3524205436581,-14.3524205436581,10.6874489823907,14.3524205436581
"17_10","Starch",1.45201082753287,5.23370593293207,0.557923617208077,3,3.78169510539921,5.56986952604879,4.675782315724,-0.894087210324791,4.675782315724,4.675782315724
"17_11","Starch",10.0853441608662,2.66703926626541,4.60792361720808,3,-7.4183048946008,7.4183048946008,7.4183048946008,-5.47742054365813,-1.94088435094267,0
"18_01","Starch",0.785344160866202,8.35870593293207,7.53292361720808,3,7.57336177206587,7.57336177206587,7.57336177206587,6.74757945634187,0.825782315723997,0
"18_03","Starch",-0.0479891724671297,8.55370593293208,5.18292361720808,3,8.60169510539921,8.60169510539921,8.60169510539921,5.23091278967521,3.370782315724,0
"18_04","Starch",4.41867749419954,9.45370593293208,7.65792361720808,3,5.03502843873254,5.03502843873254,5.03502843873254,3.23924612300854,1.795782315724,0
"18_05","Starch",1.21867749419954,11.3337059329321,-1.86707638279192,3,10.1150284387325,16.2865361927155,13.200782315724,-3.08575387699146,13.200782315724,13.200782315724
"18_07","Starch",3.45201082753287,13.9087059329321,5.50792361720808,3,10.4566951053992,10.4566951053992,10.4566951053992,2.0559127896752,8.400782315724,0
"18_08","Starch",-2.28132250580046,6.83370593293207,8.05792361720808,3,9.11502843873254,11.5634638072845,10.3392461230085,10.3392461230085,-1.224217684276,10.3392461230085
"18_11","Starch",3.51867749419954,0.593705932932073,-2.51707638279192,3,-2.92497156126746,9.14653619271545,6.03575387699146,-6.03575387699146,3.110782315724,6.03575387699146
"18_13","Starch",6.45201082753287,9.73370593293207,12.0079236172081,3,3.2816951053992,7.83013047395121,5.55591278967521,5.55591278967521,-2.274217684276,5.55591278967521
"18_17","Starch",-0.414655839133796,5.38370593293207,5.63292361720808,3,5.79836177206587,6.29679714061787,6.04757945634187,6.04757945634187,-0.249217684276002,6.04757945634187
"18_20","Starch",5.71867749419954,8.30037259959874,1.30792361720808,3,2.58169510539921,11.4032028593821,6.99244898239067,-4.41075387699146,6.99244898239067,6.99244898239067
"19_02","Starch",7.61867749419954,5.69370593293207,4.40792361720808,3,-1.92497156126746,4.49653619271546,3.21075387699146,-3.21075387699146,1.285782315724,3.21075387699146
"19_03","Starch",2.11867749419954,4.95370593293207,1.58292361720808,3,2.83502843873254,3.90653619271546,3.370782315724,-0.535753876991461,3.370782315724,3.370782315724
"19_04","Starch",-0.881322505800463,2.43370593293207,3.43292361720808,3,3.31502843873254,5.31346380728454,4.31424612300854,4.31424612300854,-0.999217684276005,4.31424612300854
"19_07","Starch",-2.68132250580046,2.23370593293207,1.03292361720807,3,4.91502843873254,4.91502843873254,4.91502843873254,3.71424612300854,1.200782315724,0
"19_08","Starch",-0.94798917246713,-0.791294067067927,1.13292361720808,3,0.156695105399203,4.00513047395121,2.08091278967521,2.08091278967521,-1.924217684276,2.08091278967521
"19_09","Starch",8.85201082753287,5.53370593293207,6.00792361720808,3,-3.3183048946008,3.3183048946008,3.3183048946008,-2.84408721032479,-0.474217684276002,0
"19_10","Starch",-0.747989172467129,-5.76629406706793,-0.592076382791921,3,-5.0183048946008,5.33013047395121,5.17421768427601,0.155912789675208,-5.17421768427601,5.17421768427601
"19_14","Starch",6.91867749419954,10.3337059329321,8.50792361720808,3,3.41502843873254,3.41502843873254,3.41502843873254,1.58924612300854,1.825782315724,0
"19_15","Starch",3.71867749419954,4.80870593293207,6.10792361720808,3,1.09002843873254,3.68846380728454,2.38924612300854,2.38924612300854,-1.299217684276,2.38924612300854
"19_20","Starch",0.618677494199537,-6.16629406706793,-2.66707638279192,3,-6.78497156126747,6.78497156126747,6.78497156126747,-3.28575387699146,-3.499217684276,0
"20_01","Starch",2.51867749419954,3.57370593293207,-4.64207638279192,3,1.05502843873254,15.3765361927155,8.215782315724,-7.16075387699146,8.215782315724,8.215782315724
