trait,gene_id,chr,gene_start,gene_end,strand,lead_SNP,class,lead_neg_log10p,dist_to_lead_bp,locus_id,n_snps_window,status,fail_status,best_MGmin,best_epsilon,best_n_ind,best_n_groups,best_group_sizes,best_kw_p_raw,best_kw_p_holm_within_gene,trait_fdr_p,trait_bonferroni_p,significant_fdr,significant_bonferroni,n_unique_valid_tests,n_total_valid_tests_before_collapse,description,combined_pdf_path,heatmap_pdf_path,heatmap_dir,gene_file
betaglucan,HORVU.MOREX.r3.2HG0112820,2H,42028291,42030928,+,2H:41996626,significant,8.906,31665,betaglucan_2H_1,35,SIGNIFICANT_FDR_only,"",3,0.05,241,2,79|162,0.000442105236000979,0.00530526283201175,0.0110349466905844,0.275873667264611,TRUE,FALSE,12,14,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.2HG0112820/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.2HG0112820__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0112820/MGmin_3/Heatmaps__HORVU.MOREX.r3.2HG0112820__MGmin3__Eps0p05.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0112820,HORVU.MOREX.r3.2HG0112820.vcf.gz
betaglucan,HORVU.MOREX.r3.2HG0191430,2H,602056608,602062165,+,2H:602246902,significant,7.0568,-184737,betaglucan_2H_2,5,SIGNIFICANT_FDR_only,"",3,0.8,243,2,30|213,0.00256463350144552,0.00512926700289105,0.0110349466905844,0.266721884150335,TRUE,FALSE,2,8,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.2HG0191430/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.2HG0191430__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191430/MGmin_3/Heatmaps__HORVU.MOREX.r3.2HG0191430__MGmin3__Eps0p8.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191430,HORVU.MOREX.r3.2HG0191430.vcf.gz
betaglucan,HORVU.MOREX.r3.1HG0077720,1H,479457239,479461181,-,1H:479493867,significant,6.9044,-32686,betaglucan_1H_1,28,SIGNIFICANT_FDR_only,"",2,0.05,186,3,45|56|85,0.000547643376599935,0.00492879038939942,0.0110349466905844,0.25629710024877,TRUE,FALSE,9,13,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0077720/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0077720__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077720/MGmin_2/Heatmaps__HORVU.MOREX.r3.1HG0077720__MGmin2__Eps0p05.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077720,HORVU.MOREX.r3.1HG0077720.vcf.gz
betaglucan,HORVU.MOREX.r3.6HG0627120,6H,545902046,545908078,-,6H:545947347,marginal,6.654,-39269,betaglucan_6H_2,40,SIGNIFICANT_FDR_only,"",2,0.8,108,5,10|13|26|29|30,0.000711046586108596,0.00782151244719456,0.0156430248943891,0.406718647254117,TRUE,FALSE,11,12,Protein kinase superfamily protein [Source:Projected from Arabidopsis thaliana (AT2G39190) UniProtKB/TrEMBL;Acc:O80962],/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.6HG0627120/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.6HG0627120__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627120/MGmin_2/Heatmaps__HORVU.MOREX.r3.6HG0627120__MGmin2__Eps0p8.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627120,HORVU.MOREX.r3.6HG0627120.vcf.gz
betaglucan,HORVU.MOREX.r3.2HG0191540,2H,602353227,602355236,-,2H:602246902,significant,7.0568,106325,betaglucan_2H_2,24,SIGNIFICANT_FDR_only,"",2,0.4,147,3,11|40|96,0.00152734734711774,0.0106914314298242,0.0205909049759576,0.555954434350856,TRUE,FALSE,7,11,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.2HG0191540/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.2HG0191540__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191540/MGmin_2/Heatmaps__HORVU.MOREX.r3.2HG0191540__MGmin2__Eps0p4.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191540,HORVU.MOREX.r3.2HG0191540.vcf.gz
betaglucan,HORVU.MOREX.r3.3HG0299440,3H,537098183,537101239,+,3H:537247620,significant,7.9751,-146381,betaglucan_3H_1,16,SIGNIFICANT_FDR_only,"",2,0.5,242,2,26|216,0.00781620723893504,0.0156324144778701,0.029031626887473,0.812885552849244,TRUE,FALSE,2,7,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.3HG0299440/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.3HG0299440__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.3HG0299440/MGmin_2/Heatmaps__HORVU.MOREX.r3.3HG0299440__MGmin2__Eps0p5.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.3HG0299440,HORVU.MOREX.r3.3HG0299440.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0395770,4H,528384420,528390071,+,4H:528254769,significant,6.8965,129651,betaglucan_4H_2,6,SIGNIFICANT_FDR_only,"",2,0.6,242,2,45|197,0.0195217422075336,0.0195217422075336,0.0350045032686809,1,TRUE,FALSE,1,3,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.4HG0395770/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.4HG0395770__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0395770/MGmin_2/Heatmaps__HORVU.MOREX.r3.4HG0395770__MGmin2__Eps0p6.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0395770,HORVU.MOREX.r3.4HG0395770.vcf.gz
betaglucan,HORVU.MOREX.r3.1HG0079220,1H,483374226,483375249,-,1H:483379118,significant,6.886,-3869,betaglucan_1H_2,6,SIGNIFICANT_FDR_only,"",2,0.6,241,2,15|226,0.013200099045613,0.0264001980912259,0.0457603433581249,1,TRUE,FALSE,2,4,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0079220/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0079220__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0079220/MGmin_2/Heatmaps__HORVU.MOREX.r3.1HG0079220__MGmin2__Eps0p6.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0079220,HORVU.MOREX.r3.1HG0079220.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0395820,4H,528418603,528421112,-,4H:528254769,significant,6.8965,163834,betaglucan_4H_2,7,tested_ns,"",2,0.6,219,3,31|87|101,0.0167010752703336,0.0334021505406672,0.0560294138101514,1,FALSE,FALSE,2,5,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.4HG0395820/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.4HG0395820__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0395820/MGmin_2/Heatmaps__HORVU.MOREX.r3.4HG0395820__MGmin2__Eps0p6.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0395820,HORVU.MOREX.r3.4HG0395820.vcf.gz
betaglucan,HORVU.MOREX.r3.7HG0675560,7H,144564197,144566988,+,7H:144534576,marginal,6.769,29621,betaglucan_7H_1,38,tested_ns,"",2,0.8,58,4,13|14|14|17,0.00499017228768968,0.0349312060138277,0.0567632097724701,1,FALSE,FALSE,7,12,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.7HG0675560/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0675560__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.7HG0675560/MGmin_2/Heatmaps__HORVU.MOREX.r3.7HG0675560__MGmin2__Eps0p8.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.7HG0675560,HORVU.MOREX.r3.7HG0675560.vcf.gz
betaglucan,HORVU.MOREX.r3.1HG0077770,1H,479481464,479493245,-,1H:479493867,significant,6.9044,-622,betaglucan_1H_1,26,tested_ns,"",2,0.2,193,2,57|136,0.00468989919515246,0.0375191935612197,0.0591211534904068,1,FALSE,FALSE,8,11,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0077770/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0077770__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077770/MGmin_2/Heatmaps__HORVU.MOREX.r3.1HG0077770__MGmin2__Eps0p2.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077770,HORVU.MOREX.r3.1HG0077770.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0341560,4H,34974960,34976804,+,4H:34858354,significant,7.9777,116606,betaglucan_4H_1,13,tested_ns,"",2,0.8,182,3,12|37|133,0.0113353872630395,0.0453415490521578,0.069345898550359,1,FALSE,FALSE,4,7,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.4HG0341560/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.4HG0341560__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341560/MGmin_2/Heatmaps__HORVU.MOREX.r3.4HG0341560__MGmin2__Eps0p8.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341560,HORVU.MOREX.r3.4HG0341560.vcf.gz
betaglucan,HORVU.MOREX.r3.1HG0079180,1H,483209536,483210591,+,1H:483379118,significant,6.886,-168527,betaglucan_1H_2,61,tested_ns,"",3,0.85,169,4,11|16|25|117,0.0104285827300691,0.0625714963804144,0.0929633660509014,1,FALSE,FALSE,6,6,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0079180/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0079180__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0079180/MGmin_3/Heatmaps__HORVU.MOREX.r3.1HG0079180__MGmin3__Eps0p85.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0079180,HORVU.MOREX.r3.1HG0079180.vcf.gz
betaglucan,HORVU.MOREX.r3.2HG0191480,2H,602115545,602118244,+,2H:602246902,significant,7.0568,-128658,betaglucan_2H_2,14,tested_ns,"",2,0.8,250,2,41|209,0.0766679309247034,0.0766679309247034,0.110742566891238,1,FALSE,FALSE,1,2,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.2HG0191480/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.2HG0191480__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191480/MGmin_2/Heatmaps__HORVU.MOREX.r3.2HG0191480__MGmin2__Eps0p8.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191480,HORVU.MOREX.r3.2HG0191480.vcf.gz
betaglucan,HORVU.MOREX.r3.1HG0077790,1H,479501918,479505184,-,1H:479493867,significant,6.9044,8051,betaglucan_1H_1,32,tested_ns,"",2,0.6,147,5,14|16|37|40|40,0.0118352793798708,0.0828469556590953,0.116433559304674,1,FALSE,FALSE,7,12,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0077790/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0077790__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077790/MGmin_2/Heatmaps__HORVU.MOREX.r3.1HG0077790__MGmin2__Eps0p6.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077790,HORVU.MOREX.r3.1HG0077790.vcf.gz
betaglucan,HORVU.MOREX.r3.6HG0627040,6H,545876149,545878408,-,6H:545947347,marginal,6.654,-68939,betaglucan_6H_2,30,tested_ns,"",2,0.85,122,4,11|11|49|51,0.0173534765220892,0.156181288698803,0.213721763482572,1,FALSE,FALSE,9,12,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.6HG0627040/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.6HG0627040__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627040/MGmin_2/Heatmaps__HORVU.MOREX.r3.6HG0627040__MGmin2__Eps0p85.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627040,HORVU.MOREX.r3.6HG0627040.vcf.gz
betaglucan,HORVU.MOREX.r3.6HG0627080,6H,545889223,545891389,+,6H:545947347,marginal,6.654,-55958,betaglucan_6H_2,26,tested_ns,"",2,0.85,166,4,27|35|40|64,0.0186320259753422,0.186320259753422,0.248427013004562,1,FALSE,FALSE,10,12,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.6HG0627080/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.6HG0627080__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627080/MGmin_2/Heatmaps__HORVU.MOREX.r3.6HG0627080__MGmin2__Eps0p85.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627080,HORVU.MOREX.r3.6HG0627080.vcf.gz
betaglucan,HORVU.MOREX.r3.6HG0627020,6H,545868742,545872814,-,6H:545947347,marginal,6.654,-74533,betaglucan_6H_2,20,tested_ns,"",2,0.8,129,7,10|10|10|14|20|30|35,0.0503151459244407,0.301890875546644,0.392458138210637,1,FALSE,FALSE,6,12,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.6HG0627020/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.6HG0627020__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627020/MGmin_2/Heatmaps__HORVU.MOREX.r3.6HG0627020__MGmin2__Eps0p8.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627020,HORVU.MOREX.r3.6HG0627020.vcf.gz
betaglucan,HORVU.MOREX.r3.1HG0079210,1H,483368858,483369844,+,1H:483379118,significant,6.886,-9274,betaglucan_1H_2,11,tested_ns,"",2,0.8,220,4,19|19|19|163,0.154764065875979,0.309528131751959,0.392572264661021,1,FALSE,FALSE,2,6,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0079210/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0079210__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0079210/MGmin_2/Heatmaps__HORVU.MOREX.r3.1HG0079210__MGmin2__Eps0p8.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0079210,HORVU.MOREX.r3.1HG0079210.vcf.gz
betaglucan,HORVU.MOREX.r3.1HG0077710,1H,479414499,479417111,+,1H:479493867,significant,6.9044,-76756,betaglucan_1H_1,30,tested_ns,"",3,0.6,222,4,12|31|75|104,0.0423698669788462,0.338958935830769,0.419663444361905,1,FALSE,FALSE,8,10,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0077710/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0077710__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077710/MGmin_3/Heatmaps__HORVU.MOREX.r3.1HG0077710__MGmin3__Eps0p6.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077710,HORVU.MOREX.r3.1HG0077710.vcf.gz
betaglucan,HORVU.MOREX.r3.1HG0077680,1H,479332581,479336933,+,1H:479493867,significant,6.9044,-156934,betaglucan_1H_1,5,tested_ns,"",2,0.4,232,2,70|162,0.396929823863477,0.396929823863477,0.480008159090716,1,FALSE,FALSE,1,5,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0077680/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0077680__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077680/MGmin_2/Heatmaps__HORVU.MOREX.r3.1HG0077680__MGmin2__Eps0p4.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077680,HORVU.MOREX.r3.1HG0077680.vcf.gz
betaglucan,HORVU.MOREX.r3.4HG0341630,4H,35081977,35091672,-,4H:34858354,significant,7.9777,223623,betaglucan_4H_1,199,tested_ns,"",3,0.6,25,2,12|13,0.0644063960374258,0.450844772261981,0.532816549036886,1,FALSE,FALSE,7,7,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.4HG0341630/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.4HG0341630__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341630/MGmin_3/Heatmaps__HORVU.MOREX.r3.4HG0341630__MGmin3__Eps0p6.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341630,HORVU.MOREX.r3.4HG0341630.vcf.gz
betaglucan,HORVU.MOREX.r3.1HG0077830,1H,479576955,479579301,-,1H:479493867,significant,6.9044,83088,betaglucan_1H_1,10,tested_ns,"",2,0.8,195,3,18|75|102,0.316818768490823,0.633637536981647,0.73220337606768,1,FALSE,FALSE,2,6,,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0077830/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0077830__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077830/MGmin_2/Heatmaps__HORVU.MOREX.r3.1HG0077830__MGmin2__Eps0p8.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077830,HORVU.MOREX.r3.1HG0077830.vcf.gz
