short_Tag,season,GI,BI,site,Block_no,Tiller.Length,Number.Of.Tillers,Spike.Length,Awn.Length,Flag.Length,Brittle.spike_lenhth,Plant.Biomass,No.Of.Spikelets,Z5_GDD,Z10_GDD,Z11_GDD,B.yellow_GDD,Bstart_GDD,britlemiddleGDD,ExpEndGdd,cm_1000gdd,sowing_to_z5,sowing_to_z10,flowering_time,flowering_to_yellowSpike,yellow_to_brittleStart,brittle_start_to_brittle_middle,Brittle_start_to_brittle_end,Grain_weight,number_of_grains,number_of_spikes,Grain_per_spike,spike_density,ProteinAsis.,StarchAsis.,BetaglucansAsis.,FiberAsis.,Location,Number,Feature,Polygon,Poligon_nu,longitude,latitude,x,y,March,Precipitation,December,Elevation,bio_01,bio_02,bio_03,bio_04,bio_05,bio_06,bio_07,bio_08,bio_09,bio_10,bio_11,bio_12,bio_13,bio_15,bio_16,bio_19,CECSOL_1km,CLYPPT_1km,CRFVOL_1km,PHIHOX_1km,PHIKCL_1km,SLTPPT_1km,SNDPPT_1km,pH,EC,Field_capacity,Organic_by_weight
HS2701,2019,899,299,27,3,48,7,10,16.8,4.4,1.6,9,NA,541.15,1105.65,1300.3,1792.6,1812.2,1982.9,2270.95,NA,41,88,101,29,1,10,24,1.32,64,3,21.33333333,NA,14.46,27.7,6.41,4.87,Revivim,27,Min Prec,HZ3,6,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827
HS2702,2019,908,8,27,4,46,23,11.8,16.6,8.5,3.3,24.7,NA,541.15,1250.35,1336.4,1812.2,1812.2,2047.05,3059.15,NA,41,98,103,28,NA,13,57,1.29,73,3,24.33333333,NA,15.56,26.6,3.8,4.36,Revivim,27,Min Prec,HZ3,6,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827
HS2715,2019,912,12,27,4,65.5,24,10.4,14.6,16.2,0,93.6,NA,541.15,1267.6,1374.55,1907.1,1982.9,2117.65,2466.95,NA,41,99,105,32,4,6,24,1.14,67,3,22.33333333,NA,14.94,14.6,4.47,5.51,Revivim,27,Min Prec,HZ3,6,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827
HS2718,2019,935,35,27,4,46,4,8,15.6,2.8,2,2,NA,617.1,1120.8,1267.6,1792.6,1874.3,1923.8,2566.45,NA,48,89,99,31,5,3,34,0.77,NA,3,NA,NA,12.88,26.7,2.62,5.23,Revivim,27,Min Prec,HZ3,6,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827
HS2709,2019,1042,142,27,4,33,7,7,14,4,2.8,6.3,NA,617.1,1232.2,1336.4,1812.2,1942.85,2047.05,3059.15,NA,48,97,103,28,8,5,49,0.76,NA,3,NA,NA,14.94,20.8,3.04,5.17,Revivim,27,Min Prec,HZ3,6,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827
HS2703,2019,1046,146,27,4,43,7,8.5,17.2,5.6,0,14.2,NA,646.55,1232.2,1336.4,1907.1,2071.1,2117.65,2328.75,NA,50,97,103,34,8,2,13,0.94,NA,3,NA,NA,15.09,16.3,3.58,5.16,Revivim,27,Min Prec,HZ3,6,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827
HS2716,2019,1095,195,27,4,48,24,12,10,10.2,4.5,33.5,NA,541.15,1232.2,1317.6,1907.1,1982.9,2047.05,3059.15,NA,41,97,102,35,4,3,47,0.65,NA,3,NA,NA,16.16,21.7,3.98,5.37,Revivim,27,Min Prec,HZ3,6,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827
HS2710,2019,1106,206,27,4,52,19,9.8,15.7,2.5,1.5,30,NA,541.15,1105.65,1250.35,1733.4,1792.6,1982.9,3059.15,NA,41,88,98,29,3,11,58,1.41,NA,3,NA,NA,14.2,26.3,3.75,5.12,Revivim,27,Min Prec,HZ3,6,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827
HS2707,2019,1121,221,27,4,65.5,63,14,20,11.8,4.5,111,NA,617.1,1250.35,1336.4,1792.6,1812.2,1982.9,3059.15,NA,48,98,103,27,1,10,57,1.44,NA,3,NA,NA,16.68,20.6,4.43,4.97,Revivim,27,Min Prec,HZ3,6,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827
HS2701,2019,1138,238,27,4,51,16,8.7,16.1,5,4,16.5,NA,541.15,1250.35,1317.6,1792.6,1874.3,1942.85,3059.15,NA,41,98,102,28,5,4,53,1.37,NA,3,NA,NA,13.15,23,3.82,4.72,Revivim,27,Min Prec,HZ3,6,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827
HS2714,2019,1176,276,27,4,52,23,9,16.5,4.4,3.5,24.5,NA,541.15,1105.65,1232.2,1733.4,1792.6,1942.85,3059.15,NA,41,88,97,30,3,9,58,1.26,NA,3,NA,NA,14.14,28.3,3.02,4.74,Revivim,27,Min Prec,HZ3,6,34.72554,31.07049,173746,553346,21.57,110,7.93,268,19.54958344,13.42916965,46.97155762,572.3395386,32.59999847,4.00999355,28.59000587,12.11999798,25.94666862,25.96166992,12.11999798,174.8001251,40,103.5251083,110,110,10,19,7,80,74,29,53,8.14,440,1.141,1.827
HS2802,2019,271,271,28,1,58,12,9.5,18.3,3,3.3,9.77,NA,541.15,1205.1,1336.4,1792.6,1812.2,2047.05,3059.15,NA,41,95,103,27,1,13,57,1.51,70,3,23.33333333,NA,17.38,23.6,5.84,5.38,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2805,2019,272,272,28,1,50,12,10,20.2,5.5,3.1,18.6,NA,541.15,1250.35,1374.55,1792.6,1812.2,1982.9,3059.15,NA,41,98,105,25,1,10,57,1.53,73,3,24.33333333,NA,16.27,26.1,5.04,5.69,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2808,2019,273,273,28,1,53,11,9.5,18.5,3.4,2,11.6,NA,541.15,1105.65,1336.4,1792.6,1923.8,1923.8,2899.2,NA,41,88,103,27,8,NA,43,1.57,72,3,24,NA,16.51,22.6,5.66,5.66,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2811,2019,274,274,28,1,54,11,10.3,19,4.1,2.3,16.2,NA,550.75,1078.95,1336.4,1812.2,1890.5,1942.85,3059.15,NA,42,86,103,28,5,3,52,1.59,69,3,23,NA,15.78,24,5.14,5.55,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2812,2019,275,275,28,1,55,8,10,18.5,4,3.3,9.3,NA,550.75,1250.35,1355.45,1812.2,1923.8,1923.8,3059.15,NA,42,98,104,27,7,NA,50,1.44,66,3,22,NA,15.65,24.2,5.01,5.79,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2815,2019,276,276,28,1,58,11,9,18,5.1,3.7,15.6,NA,560.1,1250.35,1355.45,1874.3,1923.8,1982.9,3059.15,NA,43,98,104,31,3,3,50,1.26,65,3,21.66666667,NA,16.77,22.5,4.46,6.09,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2816,2019,277,277,28,1,54,15,9.7,19.4,3.5,2,11.8,NA,550.75,1232.2,1355.45,1812.2,1942.85,1982.9,2899.2,NA,42,97,104,27,8,2,42,1.52,65,3,21.66666667,NA,17.1,23.7,5.12,5.35,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2817,2019,278,278,28,1,55,18,10.8,21,5.3,2.7,25.7,NA,550.75,1250.35,1355.45,1812.2,1923.8,1982.9,3059.15,NA,42,98,104,27,7,3,50,1.77,76,3,25.33333333,NA,16.91,20.8,5.17,5.81,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2818,2019,279,279,28,1,52,10,9.5,19.1,3,3.6,8.2,NA,550.75,1232.2,1336.4,1792.6,1923.8,1982.9,3059.15,NA,42,97,103,27,8,3,50,1.41,67,3,22.33333333,NA,16.25,26.7,4.77,5.45,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2819,2019,280,280,28,1,53,15,10.6,20,4,3.5,25.6,NA,531.6,1120.8,1336.4,1792.6,1812.2,1982.9,3059.15,NA,40,89,103,27,1,10,57,1.39,65,3,21.66666667,NA,15.92,28.4,5.15,5.61,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2811,2019,317,17,28,2,43,9,8.5,18.1,4.3,1.8,27,NA,617.1,1105.65,1374.55,1792.6,1942.85,1982.9,2270.95,NA,48,88,105,25,9,2,16,0.23,64,3,21.33333333,NA,15.75,23,5.87,6.23,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2819,2019,370,70,28,2,47,5,7.5,17.5,2.4,3,20.5,NA,617.1,1250.35,1355.45,1792.6,1942.85,2047.05,3059.15,NA,48,98,104,26,9,5,49,0.33,50,3,16.66666667,NA,15.87,21.9,5.66,5.6,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2818,2019,383,83,28,2,52,7,7.9,20,5.3,0,32,NA,617.1,1250.35,1374.55,1792.6,1907.1,1982.9,2899.2,NA,48,98,105,25,7,4,44,0.24,51,3,17,NA,17.94,32.9,6.09,4.34,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2812,2019,468,168,28,2,33,10,10.5,19.5,4.2,2.1,19.5,NA,519.05,1250.35,1355.45,1792.6,1923.8,1942.85,2899.2,NA,39,98,104,26,8,1,43,1.44,66,3,22,NA,16.93,29.1,5.62,4.8,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2805,2019,483,183,28,2,69.5,17,10.7,19.6,6.9,3,52.5,NA,531.6,1250.35,1416.05,1874.3,1923.8,2047.05,3059.15,NA,40,98,107,28,3,6,50,1.41,64,3,21.33333333,NA,18.26,33.3,5.8,4,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2817,2019,490,190,28,2,63.5,9,11.5,19.5,7.1,2,48,NA,591.8,1250.35,1416.05,1907.1,1942.85,1942.85,2724.05,NA,46,98,107,30,2,NA,35,1.62,74,3,24.66666667,NA,18.12,32.3,6,4.39,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2808,2019,496,196,28,2,41,4,8,17,3.9,3,7.5,NA,617.1,1250.35,1416.05,1792.6,1942.85,2117.65,3059.15,NA,48,98,107,23,9,8,49,0.99,45,3,15,NA,15.92,30.4,5.32,5.12,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2816,2019,508,208,28,2,54.5,7,10.1,20.5,6,3,29,NA,617.1,1267.6,1355.45,1907.1,1982.9,1982.9,3059.15,NA,48,99,104,33,4,NA,47,1.5,64,3,21.33333333,NA,16.2,25.9,6.16,5.06,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2815,2019,583,283,28,2,70,16,9.5,22,9.5,2,62.5,NA,617.1,1336.4,1416.05,1923.8,1982.9,2047.05,2566.45,NA,48,103,107,31,3,3,28,1.22,63,3,21,NA,17.64,25.9,4.94,5.97,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2802,2019,596,296,28,2,23,8,11,19.5,4.5,2.7,13.5,NA,617.1,1336.4,1450.2,1907.1,1942.85,2047.05,3059.15,NA,48,103,109,28,2,5,49,1.32,60,3,20,NA,17.88,32.3,5.7,5.08,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2805,2019,634,34,28,3,52,12,10,19,4,2.5,27,NA,541.15,1250.35,1355.45,1874.3,1923.8,1982.9,3059.15,NA,41,98,104,31,3,3,50,1.56,66,3,22,NA,16.32,19.5,5.52,6.49,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2808,2019,649,49,28,3,55,12,10.2,17,4,3.2,24,NA,541.15,1105.65,1336.4,1812.2,1812.2,1982.9,3059.15,NA,41,88,103,28,NA,10,57,1.18,52,3,17.33333333,NA,16.62,11,6.48,7.12,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2819,2019,685,85,28,3,47,8,9.2,17.7,3.1,3,19.5,NA,591.8,1232.2,1355.45,1812.2,1923.8,1982.9,3059.15,NA,46,97,104,27,7,3,50,1.2,63,3,21,NA,15.48,32.7,5.66,5.07,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2817,2019,701,101,28,3,50,16,9.5,21.2,6.5,4,51,NA,541.15,1232.2,1374.55,1812.2,1812.2,1982.9,3059.15,NA,41,97,105,26,NA,10,57,1.46,67,3,22.33333333,NA,17.8,25.4,6.41,5.19,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2816,2019,725,125,28,3,55,9,10.5,19.1,6.5,3.9,36,NA,541.15,1250.35,1355.45,1874.3,1907.1,1982.9,3059.15,NA,41,98,104,31,2,4,51,1.39,64,3,21.33333333,NA,15.66,25.5,5.75,5.7,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2811,2019,732,132,28,3,61,16,9.5,20,6,1.8,54.5,NA,541.15,1232.2,1355.45,1812.2,1812.2,2047.05,2899.2,NA,41,97,104,27,NA,13,50,1.63,71,3,23.66666667,NA,18.58,30.6,6.6,5.1,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2815,2019,789,189,28,3,79,11,10,21.4,10,0,65,NA,617.1,1355.45,1450.2,1923.8,1982.9,2047.05,2724.05,NA,48,104,109,29,3,3,33,1.66,NA,3,NA,NA,18.69,23.9,6.13,5.77,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2802,2019,806,206,28,3,56,10,10,20,4.2,3,20.5,NA,541.15,1232.2,1355.45,1874.3,1942.85,2047.05,3059.15,NA,41,97,104,31,4,5,49,1.33,NA,3,NA,NA,17.35,29.6,6.6,5.26,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2812,2019,830,230,28,3,58,6,10,18.6,3.5,3,11,NA,541.15,1300.3,1416.05,1874.3,1923.8,2047.05,3059.15,NA,41,101,107,28,3,6,50,1.34,64,3,21.33333333,NA,17.42,22.9,6.28,5.6,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2818,2019,835,235,28,3,55,11,9.5,18.2,3.5,4,10.5,NA,617.1,1232.2,1374.55,1812.2,1942.85,1982.9,3059.15,NA,48,97,105,26,8,2,49,1.18,62,3,20.66666667,NA,15.53,31.1,5.76,5.1,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2818,2019,929,29,28,4,66,14,9,20,6,3.5,40.6,NA,541.15,1250.35,1336.4,1874.3,1942.85,2047.05,3059.15,NA,41,98,103,32,4,5,49,1.34,61,3,20.33333333,NA,16.31,30.9,3.2,4.34,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2805,2019,993,93,28,4,60,12,9,19,3.8,3,34.6,NA,541.15,1250.35,1416.05,1874.3,1942.85,1982.9,2348.65,NA,41,98,107,28,4,2,20,1.5,NA,3,NA,NA,14.49,21.4,3.2,5.47,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2819,2019,994,94,28,4,63,19,10.2,19.2,6.3,2,46.2,NA,541.15,1250.35,1374.55,1907.1,1942.85,2047.05,2466.95,NA,41,98,105,32,2,5,26,1.64,NA,3,NA,NA,16.39,18.1,2.86,5.81,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2802,2019,997,97,28,4,55,17,11,21.5,12,2.5,34.4,NA,617.1,1355.45,1450.2,1874.3,1907.1,1982.9,3059.15,NA,48,104,109,26,2,4,51,1.49,NA,3,NA,NA,16.97,19.6,3.21,5.8,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
HS2808,2019,1006,106,28,4,55.5,16,10.5,20.6,4.7,2.5,39,NA,541.15,1250.35,1374.55,1812.2,1907.1,1982.9,2899.2,NA,41,98,105,26,6,4,44,1.41,67,3,22.33333333,NA,17.06,27.8,5.75,4.82,Orim,28,Hot,HZ3,6,34.48241,31.30184,150709,579123,22.34,236,9.93,81,19.93333626,11.97999668,45.36159515,540.6697998,32.40000153,5.99000645,26.40999413,14.84500313,26.01333618,26.18000221,13.07833672,241.7001953,55.90006638,106.7936783,151.7001953,149.8001251,17,26,5,80,68,33,42,8.01,370,1.263,1.772
